Time (Million Years),Number of Trapped Electrons
27.80027800278003,359887092429.68884
27.84027840278403,360270497853.20844
27.88027880278803,360653587318.93774
27.92027920279203,361036361087.24744
27.96027960279603,361418819418.29364
28.000280002800025,361800962572.0336
28.040280402804026,362182790808.34937
28.080280802808026,362564304386.79803
28.120281202812027,362945503566.6857
28.160281602816028,363326388607.1046
28.20028200282003,363706959766.9336
28.24028240282403,364087217304.838
28.280282802828026,364467161479.27
28.320283202832027,364846792548.46893
28.360283602836027,365226110770.461
28.400284002840028,365605116403.06
28.44028440284403,365983809703.86707
28.48028480284803,366362190930.2711
28.52028520285203,366740260339.44885
28.560285602856027,367118018188.365
28.600286002860027,367495464733.7726
28.640286402864028,367872600232.2129
28.68028680286803,368249424940.0158
28.72028720287203,368625939113.2999
28.76028760287603,369002143007.9727
28.80028800288003,369378036879.7308
28.840288402884028,369753620984.0598
28.88028880288803,370128895576.23505
28.92028920289203,370503860911.3213
28.96028960289603,370878517244.17303
29.00029000290003,371252864829.43475
29.04029040290403,371626903921.54095
29.08029080290803,372000634774.71643
29.12029120291203,372374057642.97644
29.16029160291603,372747172780.1269
29.20029200292003,373119980439.76434
29.24029240292403,373492480875.27637
29.28029280292803,373864674339.84174
29.32029320293203,374236561086.43036
29.36029360293603,374608141367.80365
29.40029400294003,374979415436.5148
29.44029440294403,375350383544.9086
29.48029480294803,375721045945.12195
29.52029520295203,376091402889.0838
29.56029560295603,376461454628.51544
29.600296002960032,376831201414.93066
29.64029640296403,377200643499.6358
29.68029680296803,377569781133.73016
29.72029720297203,377938614568.10596
29.76029760297603,378307144053.44855
29.800298002980032,378675369840.2366
29.840298402984033,379043292178.74225
29.880298802988033,379410911319.0314
29.92029920299203,379778227510.96356
29.96029960299603,380145241004.1926
30.00030000300003,380511952048.16626
30.040300403004032,380878360892.1265
30.080300803008033,381244467785.1102
30.120301203012033,381610272975.9485
30.160301603016034,381975776713.2676
30.200302003020028,382340979245.48846
30.240302403024028,382705880820.8275
30.28030280302803,383070481687.2964
30.32030320303203,383434782092.7021
30.36030360303603,383798782284.6474
30.40030400304003,384162482510.531
30.44030440304403,384525883017.54736
30.48030480304803,384888984052.6872
30.52030520305203,385251785862.7378
30.56030560305603,385614288694.2825
30.60030600306003,385976492793.7016
30.64030640306403,386338398407.1722
30.68030680306803,386700005780.6682
30.720307203072032,387061315159.9609
30.76030760307603,387422326790.6186
30.80030800308003,387783040918.0075
30.84030840308403,388143457787.291
30.88030880308803,388503577643.4307
30.92030920309203,388863400731.186
30.960309603096032,389222927295.1142
31.00031000310003,389582157579.5713
31.04031040310403,389941091828.7116
31.08031080310803,390299730286.488
31.12031120311203,390658073196.65216
31.160311603116032,391016120802.75476
31.200312003120033,391373873348.1456
31.240312403124033,391731331075.9738
31.28031280312803,392088494229.18774
31.32031320313203,392445363050.53564
31.36031360313603,392801937782.5653
31.400314003140032,393158218667.6246
31.440314403144033,393514205947.8613
31.480314803148033,393869899865.2237
31.520315203152034,394225300661.46027
31.56031560315603,394580408578.1202
31.60031600316003,394935223856.5533
31.640316403164032,395289746737.9104
31.680316803168033,395643977463.1434
31.720317203172034,395997916273.0052
31.760317603176034,396351563408.0504
31.800318003180035,396704919108.6349
31.840318403184032,397057983614.91644
31.880318803188032,397410757166.85455
31.920319203192033,397763240004.2108
31.960319603196034,398115432366.5491
32.00032000320003,398467334493.23535
32.040320403204035,398818946623.4383
32.08032080320803,399170268996.1292
32.12032120321203,399521301850.08215
32.16032160321603,399872045423.87427
32.20032200322003,400222499955.88574
32.240322403224035,400572665684.30023
32.28032280322803,400922542847.1046
32.320323203232036,401272131682.08954
32.36032360323603,401621432426.84937
32.40032400324003,401970445318.7826
32.440324403244034,402319170595.0915
32.48032480324803,402667608492.78284
32.520325203252035,403015759248.6677
32.56032560325603,403363623099.36176
32.60032600326004,403711200281.2854
32.640326403264034,404058491030.6639
32.68032680326803,404405495583.52765
32.720327203272035,404752214175.7121
32.76032760327603,405098647042.8582
32.800328003280036,405444794420.41235
32.84032840328403,405790656543.62665
32.88032880328804,406136233647.5589
32.920329203292034,406481525967.07306
32.96032960329603,406826533736.83923
33.000330003300036,407171257191.3336
33.04033040330403,407515696564.8391
33.08033080330804,407859852091.4451
33.120331203312034,408203724005.0477
33.16033160331604,408547312539.3501
33.200332003320035,408890617927.8623
33.24033240332403,409233640403.90186
33.28033280332804,409576380200.5935
33.320333203332034,409918837550.8696
33.36033360333604,410261012687.4702
33.400334003340035,410602905842.9432
33.44033440334404,410944517249.65344
33.480334803348036,411285847140.1344
33.52033520335203,411626895746.5658
33.56033560335604,411967663300.748
33.600336003360034,412308150034.29016
33.64033640336404,412648356178.6108
33.680336803368036,412988281964.9376
33.72033720337204,413327927624.30786
33.76033760337603,413667293387.56824
33.800338003380034,414006379485.37537
33.84033840338403,414345186148.1957
33.880338803388035,414683713606.3058
33.92033920339203,415021962089.7924
33.96033960339604,415359931828.55286
34.000340003400034,415697623052.2948
34.04034040340403,416035035990.5367
34.080340803408035,416372170872.6079
34.12034120341203,416709027927.6488
34.160341603416036,417045607384.61084
34.20034200342003,417381909472.25696
34.24034240342404,417717934419.1614
34.280342803428034,418053682453.71027
34.32034320343203,418389153804.1013
34.360343603436036,418724348698.34436
34.40034400344003,419059267364.2613
34.44034440344404,419393910029.4862
34.480344803448034,419728276921.46576
34.52034520345204,420062368267.45905
34.560345603456035,420396184294.53796
34.60034600346003,420729725229.58746
